"recipeId","slug","titleFa","auditStatus","finalStatus","sourceCount","caveat"
"garnish_recipe_fa_101_877a41d3","khoresh-aloo","خورش آلو","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_intl_098_0fbf4374","irish-stew","خورش ایرلندی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_190_49162ac2","khoresh-morgh-qeysi","خورش مرغ قیسی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1251_3f83f105","khoresh-bademjan","خورشت بادمجان","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_99_14f1018b","khoresh-rivas","خورشت ریواس","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_228_09a631f3","fesenjan","خورشت فسنجان","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_fa_224_c9d0355d","ghormeh-sabzi","خورشت قرمه‌سبزی","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_fa_98_601bddc6","khoresh-havij-tabrizi","خورشت هویج تبریزی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1261_99e02971","dampokhtak-mash-polo","دمپختک (ماش‌پلو تهرانی)","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_230_332dd922","abgoosht","دیزی (آبگوشت)","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_fa_1280_13a22528","reshteh-polo-shirazi","رشته‌پلو شیرازی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_878_85458912","zereshk-polo-ba-morgh","زرشک پلو با مرغ","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_fa_1272_b3180a59","zireh-polo-kermani","زیره‌پلو کرمانی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1816_dec0afbb","cream-of-chicken-soup","سوپ شیر","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_046_0c90256b","red-lentil-soup","سوپ عدس قرمز ترکی","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_014_33ae62d8","miso-soup","سوپ میسو","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_032_a150e5b1","minestrone-soup","سوپ مینسترونه","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_021_6914ecb7","french-onion-soup","سوپ پیاز فرانسوی","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_fa_1767_4e6ed616","shami-kabab-lorestan","شامی کباب لرستانی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_154_cdfcadf7","sholeh-mashhadi","شله مشهدی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1250_cb9a971c","shirin-polo","شیرین‌پلو (مرصع‌پلو)","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_864_37673192","adas-polo-ba-goosht","عدس‌پلو با گوشت","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_intl_128_22442750","fatteh","فته","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_129_5d8a7866","ghanbar-polo-shirazi","قنبرپلو شیرازی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_2054_be491f02","gheymeh-sibzamini","قیمه سیب زمینی","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_1239_1be04a64","gheymeh-nesar","قیمه نثار","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1323_cf6bcb5c","lasagna","لازانیا","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_866_9986ddf5","loobia-polo-ba-goosht","لوبیا پلو با گوشت چرخ‌کرده","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_intl_025_b9bdfd91","fish-and-chips","ماهی و چیپس","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_1195_4b547f19","persian-makaroni","ماکارونی","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_1296_5d4fca2c","morgh-torsh-gilani","مرغ ترش گیلانی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1333_db68905d","fried-chicken","مرغ سوخاری","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_101_b76754a7","piri-piri-chicken","مرغ پیری‌پیری","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_127_65e78281","maqluba","مقلوبه","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_1225_159208a2","mirza-ghasemi","میرزا قاسمی","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_103_066b318c","vavishka","واویشکا","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_091_7dcadc00","pasta-all-arrabbiata","پاستا آلا آرابیاتا","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_intl_092_3046ff5e","pasta-alla-norma","پاستا آلا نورما","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_fa_2103_d26d79d5","alfredo-pasta","پاستا آلفردو","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_094_a48d62c1","pasta-e-fagioli","پاستا ای فاجولی","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_2064_b5a2a37a","pesto-pasta","پاستا پستو","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_068_c9d33098","pastel-de-nata","پاستل د ناتا","AUTH_PASS_LOW_RISK","LOW_RISK_SIMPLE_RULED","0",""
"garnish_recipe_intl_063_30b082f3","panna-cotta","پانا کوتا","AUTH_PASS_LOW_RISK","LOW_RISK_SIMPLE_RULED","0",""
"garnish_recipe_intl_087_afad4d60","paella","پایلا","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_intl_086_a2184266","profiteroles","پروفیترول","AUTH_PASS_LOW_RISK","LOW_RISK_SIMPLE_RULED","0",""
"garnish_recipe_intl_061_0bfbb206","polenta-con-funghi","پلنتا با قارچ","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_136_76743d5b","pot-au-feu","پوت‌او‌فو","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_052_a57a621f","sticky-toffee-pudding","پودینگ تافی خرما","AUTH_PASS_LOW_RISK","LOW_RISK_SIMPLE_RULED","0",""
"garnish_recipe_intl_118_9ecd21c7","pollo-al-ajillo","پویو آل آخیو","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_intl_040_7d7b90a1","pierogi","پیروگی لهستانی","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_197_dbaa9b9a","chelo-mahicheh","چلو ماهیچه","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_235_3d02f3ae","chelo-kabab-koobideh","چلو کباب کوبیده","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_fa_1263_0e8a8255","kaleh-joosh","کاله‌جوش (کله‌جوش)","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_86_ffcd0713","kabab-bonab","کباب بناب","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1197_73204fa8","kabab-tabei-morgh","کباب تابه‌ای مرغ","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1196_6cbbd3af","kabab-tabei-goosht","کباب تابه‌ای گوشت","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_1071_6e0696a6","kotlet-goosht","کتلت گوشت","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_111_4cb37a1a","kateh-shomali","کته شمالی","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_112_9764d4aa","kadoo-polo-mazandarani","کدو پلو مازندرانی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_intl_053_54c002d0","creme-brulee","کرم بروله","AUTH_PASS_LOW_RISK","LOW_RISK_SIMPLE_RULED","0",""
"garnish_recipe_fa_1743_005c3739","kashk-bademjan","کشک بادمجان","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_1528_32041352","kaleh-pacheh","کله پاچه","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_139_012333bd","kufteh-berenji","کوفته برنجی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_fa_880_6164abab","koofteh-tabrizi","کوفته تبریزی","AUTH_PASS_SOURCE_BACKED","RULED_SOURCE_BACKED_PASS","3",""
"garnish_recipe_intl_038_16764713","swedish-meatballs","کوفته سوئدی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_intl_077_40b61937","kofte","کوفتهٔ ترکی","NEEDS_EXTERNAL_RESEARCH","NEEDS_EXTERNAL_RESEARCH","0","Needs three independent reputable culinary sources before source-backed pass or patch."
"garnish_recipe_intl_120_ae775732","koenigsberger-klopse","کونیگسبرگر کلوپسه","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_134_34e1816f","kuku-bademjan","کوکو بادمجان","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_2049_765e338a","kuku-sabzi","کوکو سبزی","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
"garnish_recipe_fa_1270_70cc3cff","yatimcheh","یتیمچه","NEEDS_HUMAN_DECISION","NEEDS_HUMAN_DECISION","0","Needs culinary/product decision; no safe automated patch."
