"recipeId","slug","title","sourceGroup","country","province","city","ingredientCount","stepCount","grisSectionCount","culinaryRisk","worstSeverity","issues","evidence"
"garnish_recipe_fa_1250_cb9a971c","shirin-polo","شیرین‌پلو (مرصع‌پلو)","phase-one-v0.6.1","ایران","","","13","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (13/13) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد.","مواد: برنج باسماتی خام، ران مرغ خام، پوست پرتقال شکری، هویج خام، زرشک خشک، خلال بادام، خلال پسته، زعفران، شکر دانه‌ریز، کره بدون نمک | کدها: basmati_rice_raw, chicken_thigh_raw, candied_orange_peel, carrot_raw, barberries_dry, slivered_almonds, slivered_pistachios, saffron, caster_sugar, butter_unsalted"
"garnish_recipe_fa_1547_eade852f","kachi","کاچی","phase-one-v0.6.1","ایران","","","7","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (7/7) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد.","مواد: آرد گندم سفید، روغن آفتابگردان، شکر دانه‌ریز، زعفران، گلاب، دارچین آسیاب‌شده، هل آسیاب‌شده | کدها: all_purpose_flour, sunflower_oil, caster_sugar, saffron, rose_water, cinnamon_ground, cardamom_ground"
"garnish_recipe_fa_1196_6cbbd3af","kabab-tabei-goosht","کباب تابه‌ای گوشت","phase-one-v0.6.1","ایران","","","8","6","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (8/8) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد.","مواد: گوشت چرخ‌کرده گاو خام، پیاز خام، گوجه‌فرنگی خام، سماق آسیاب‌شده، روغن آفتابگردان، نمک خوراکی، فلفل سیاه آسیاب‌شده، زردچوبه آسیاب‌شده | کدها: ground_beef_raw, onion_raw, tomato_raw, sumac_ground, sunflower_oil, salt_table, black_pepper_ground, turmeric_ground"
"garnish_recipe_intl_101_b76754a7","piri-piri-chicken","مرغ پیری‌پیری","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","10","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (9/9) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: ران مرغ خام، فلفل تند خام، سیر خام، لیمو زرد خام، پاپریکا آسیاب‌شده، سرکه شراب قرمز، روغن زیتون، برگ بو خشک، نمک خوراکی، فلفل سیاه آسیاب‌شده | کدها: chicken_thigh_raw, chili_pepper_raw, garlic_raw, lemon_raw, paprika_ground, red_wine_vinegar, olive_oil, bay_leaf_dried, salt_table, black_pepper_ground"
"garnish_recipe_global_143_123_a69d6cde","arepas-with-cheese-and-beans","آرپای ذرتی با پنیر و لوبیا","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","7","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: آرد ماسا، آب، نمک خوراکی، روغن آفتابگردان، پنیر موزارلا، لوبیا سیاه کنسروی آبکش‌شده، آووکادو خام | کدها: masa_harina, water, salt_table, sunflower_oil, mozzarella_cheese, black_beans_canned_drained, avocado_raw"
"garnish_recipe_fa_148_554e136f","ash-e-anar","آش انار","phase-one-v0.6.1","ایران","","","11","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد.","مواد: گوشت چرخ‌کرده گوسفند خام، رب انار، دانه انار خام، لپه خشک، برنج سفید خام، سبزی آش، پیاز خام، شکر دانه‌ریز، زردچوبه آسیاب‌شده، روغن آفتابگردان | کدها: ground_lamb_raw, pomegranate_molasses, pomegranate_raw, split_peas_dry, white_rice_raw, ash_sabzi_mix, onion_raw, caster_sugar, turmeric_ground, sunflower_oil"
"garnish_recipe_fa_147_3b1b07c5","ash-e-jo","آش جو","phase-one-v0.6.1","ایران","","","10","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد.","مواد: جو پوست‌کنده، لپه خشک، نخود خشک، سبزی آش، پیاز خام، خامه پرچرب، نعناع خشک، زردچوبه آسیاب‌شده، روغن آفتابگردان، نمک خوراکی | کدها: pearl_barley, split_peas_dry, chickpeas_dry, ash_sabzi_mix, onion_raw, heavy_cream, dried_mint, turmeric_ground, sunflower_oil, salt_table"
"garnish_recipe_fa_79_792d1196","ash-dandooni","آش دندونی","phase-one-v0.6.1","ایران","","","10","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد.","مواد: دانه گندم کامل خشک، نخود خشک، عدس خشک، لوبیا سفید خشک، سبزی آش، پیاز خام، نعناع خشک، زردچوبه آسیاب‌شده، روغن آفتابگردان، نمک خوراکی | کدها: wheat_berries_dry, chickpeas_dry, lentils_dry, white_beans_dry, ash_sabzi_mix, onion_raw, dried_mint, turmeric_ground, sunflower_oil, salt_table"
"garnish_recipe_global_143_022_a1009be1","smashed-avocado-toast","آووکادو تست له‌شده","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","7","3","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: نان خمیرترش، آووکادو خام، لیمو سبز تازه، روغن زیتون، نمک خوراکی، فلفل سیاه آسیاب‌شده، فلفل قرمز پولکی | کدها: sourdough_bread, avocado_raw, lime_raw, olive_oil, salt_table, black_pepper_ground, red_pepper_flakes"
"garnish_recipe_intl_112_cb59927d","eton-mess","اتن مس","international-core-150-v0.6.0","بریتانیا","","","6","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (6/6)","مواد: سفیده تخم‌مرغ خام، شکر دانه‌ریز، خامه پرچرب، توت‌فرنگی خام، پودر قند، عصاره وانیل | کدها: egg_white_raw, caster_sugar, heavy_cream, strawberry_raw, powdered_sugar, vanilla_extract"
"garnish_recipe_intl_062_ce31c267","spaghetti-aglio-e-olio","اسپاگتی سیر و روغن","international-core-150-v0.6.0","ایتالیا","","","6","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (6/6)","مواد: اسپاگتی خشک، سیر خام، روغن زیتون، پرک فلفل قرمز، جعفری تازه، نمک خوراکی | کدها: spaghetti_dry, garlic_raw, olive_oil, red_pepper_flakes, parsley_fresh, salt_table"
"garnish_recipe_global_143_039_d8dc5a96","vietnamese-fresh-spring-rolls","اسپرینگ رول تازه ویتنامی","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","12","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: ورق برنج، میگو خام، نودل برنج خشک، کاهو خام، خیار خام، هویج خام، نعناع تازه، گشنیز تازه، سس ماهی، لیمو سبز خام | کدها: rice_paper, shrimp_raw, rice_noodles_dry, lettuce_raw, cucumber_raw, carrot_raw, mint_fresh, cilantro_fresh, fish_sauce, lime_raw"
"garnish_recipe_fa_120_502ae408","omelet-ghahvekhaneh","املت قهوه‌خانه‌ای","phase-one-v0.6.1","ایران","","","7","6","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد.","مواد: گوجه‌فرنگی خام، رب گوجه‌فرنگی، تخم‌مرغ کامل خام، روغن آفتابگردان، زردچوبه آسیاب‌شده، نمک خوراکی، فلفل سیاه آسیاب‌شده | کدها: tomato_raw, tomato_paste, whole_egg_raw, sunflower_oil, turmeric_ground, salt_table, black_pepper_ground"
"garnish_recipe_global_143_013_d4a1df19","idli-with-sambar","ایدلی با سامبار","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","13","6","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: برنج ایدلی خام، ماش سیاه پوست‌کنده خشک، دانه شنبلیله، دال توور خشک، خمیر تمر هندی، پودر سامبار، دانه خردل، برگ کاری تازه، پیاز خام، گوجه‌فرنگی خام | کدها: idli_rice_raw, urad_dal_dry, fenugreek_seeds, toor_dal_dry, tamarind_paste, sambar_powder, mustard_seeds, curry_leaves_fresh, onion_raw, tomato_raw"
"garnish_recipe_global_143_117_be424535","injera-with-doro-wat","اینجرا با دورو وات","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","11","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: نان اینجرا، ساق مرغ خام، پیاز قرمز خام، ادویه بربره، کره بدون نمک، سیر خام، زنجبیل تازه، آب مرغ، تخم‌مرغ کامل خام، لیمو زرد خام | کدها: injera_flatbread, chicken_drumstick_raw, red_onion_raw, berbere_spice, butter_unsalted, garlic_raw, ginger_root_raw, chicken_stock_liquid, whole_egg_raw, lemon_raw"
"garnish_recipe_global_143_044_051125e5","steamed-pork-baozi","بائوی بخارپز شکم‌پر","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","12","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: آرد گندم سفید، خمیرمایه خشک فعال، شکر دانه‌ریز، آب، روغن کانولا، گوشت چرخ‌کرده خوک خام، کلم سفید خام، پیازچه خام، زنجبیل تازه، سس سویا | کدها: all_purpose_flour, active_dry_yeast, caster_sugar, water, canola_oil, ground_pork_raw, cabbage_raw, scallion_raw, ginger_root_raw, soy_sauce"
"garnish_recipe_global_143_071_32ff2f21","classic-banoffee-pie","بانوفی پای","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","9","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: بیسکویت دایجستیو، کره بدون نمک، شیر عسلی، شکر قهوه‌ای، کره بدون نمک، موز خام، خامه پرچرب، عصاره وانیل، چیپس شکلات تلخ | کدها: digestive_biscuits, butter_unsalted, sweetened_condensed_milk, brown_sugar, butter_unsalted, banana_raw, heavy_cream, vanilla_extract, dark_chocolate_chips"
"garnish_recipe_global_143_089_59f271c3","brigadeiro-chocolate-truffles","بریگادیرو شکلاتی","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","6","4","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: شیر عسلی، پودر کاکائو بدون شکر، کره بدون نمک، چیپس شکلات تلخ، شربت شکلات، پودر کاکائو بدون شکر | کدها: sweetened_condensed_milk, cocoa_powder_unsweetened, butter_unsalted, dark_chocolate_chips, chocolate_syrup, cocoa_powder_unsweetened"
"garnish_recipe_fa_173_ab17534c","bastani-sonnati","بستنی سنتی","phase-one-v0.6.1","ایران","","","8","6","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد.","مواد: شیر کامل، خامه پرچرب، شکر دانه‌ریز، زعفران، گلاب، نشاسته ذرت، سرشیر، خلال پسته | کدها: whole_milk, heavy_cream, caster_sugar, saffron, rose_water, cornstarch, clotted_cream, slivered_pistachios"
"garnish_recipe_global_143_059_1049b27a","buckwheat-blini-with-caviar","بلینی گندم سیاه با خاویار","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","10","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: آرد گندم سیاه، آرد گندم سفید، خمیرمایه خشک فعال، شیر کامل، تخم‌مرغ کامل خام، کره بدون نمک، نمک خوراکی، خامه ترش، خاویار، شوید تازه | کدها: buckwheat_flour, all_purpose_flour, active_dry_yeast, whole_milk, whole_egg_raw, butter_unsalted, salt_table, sour_cream, caviar, dill_fresh"
"garnish_recipe_intl_066_d22397d4","borscht","بورش","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","13","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: چغندر خام، کلم سفید خام، سیب‌زمینی خام، هویج خام، پیاز خام، رب گوجه‌فرنگی، آب سبزیجات، سرکه سفید، خامه ترش، شوید تازه | کدها: beetroot_raw, cabbage_raw, potato_raw, carrot_raw, onion_raw, tomato_paste, vegetable_stock_liquid, white_vinegar, sour_cream, dill_fresh"
"garnish_recipe_intl_124_ee006e03","bistecca-alla-fiorentina","بیستکا آلا فیورنتینا","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","7","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: راسته گاو خام، رزماری خشک، سیر خام، روغن زیتون، لیمو زرد خام، نمک خوراکی، فلفل سیاه آسیاب‌شده | کدها: beef_sirloin_raw, rosemary_dried, garlic_raw, olive_oil, lemon_raw, salt_table, black_pepper_ground"
"garnish_recipe_intl_065_d91803a7","beef-stroganoff","بیف استروگانف","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","10","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: سردست گاو خام، قارچ دکمه‌ای خام، پیاز خام، خامه ترش، آب گوشت گاو، آرد گندم سفید، کره بدون نمک، روغن آفتابگردان، نمک خوراکی، فلفل سیاه آسیاب‌شده | کدها: beef_chuck_raw, button_mushroom_raw, onion_raw, sour_cream, beef_stock_liquid, all_purpose_flour, butter_unsalted, sunflower_oil, salt_table, black_pepper_ground"
"garnish_recipe_intl_092_3046ff5e","pasta-alla-norma","پاستا آلا نورما","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","9","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: ماکارونی خشک، بادمجان خام، پاساتای گوجه‌فرنگی، سیر خام، پنیر ریکوتا، ریحان تازه، روغن زیتون، نمک خوراکی، فلفل سیاه آسیاب‌شده | کدها: macaroni_dry, eggplant_raw, tomato_passata, garlic_raw, ricotta_cheese, basil_fresh, olive_oil, salt_table, black_pepper_ground"
"garnish_recipe_intl_068_c9d33098","pastel-de-nata","پاستل د ناتا","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","9","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست.","مواد: خمیر هزارلا، زرده تخم‌مرغ خام، خامه پرچرب، شیر کامل، شکر دانه‌ریز، آرد گندم سفید، دارچین آسیاب‌شده، عصاره وانیل، لیمو زرد خام | کدها: puff_pastry, egg_yolk_raw, heavy_cream, whole_milk, caster_sugar, all_purpose_flour, cinnamon_ground, vanilla_extract, lemon_raw"
"garnish_recipe_intl_063_30b082f3","panna-cotta","پانا کوتا","international-core-150-v0.6.0","ایتالیا","","","6","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (6/6)","مواد: خامه پرچرب، شیر کامل، شکر دانه‌ریز، پودر ژلاتین، عصاره وانیل، نمک خوراکی | کدها: heavy_cream, whole_milk, caster_sugar, gelatin_powder, vanilla_extract, salt_table"
"garnish_recipe_intl_089_91d816cb","pretzel","پرتزل","international-core-150-v0.6.0","آلمان","","","6","5","18","NOT_RULED","P2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (8/8) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (3/7)","مواد: آرد نان، خمیرمایه خشک فعال، شکر دانه‌ریز، جوش شیرین، روغن آفتابگردان، نمک خوراکی | کدها: bread_flour, active_dry_yeast, caster_sugar, baking_soda, sunflower_oil, salt_table"
