"recipeId","slug","titleFa","finalState","status","isPublic","reason"
"garnish_recipe_fa_1261_99e02971","dampokhtak-mash-polo","دمپختک (ماش‌پلو تهرانی)","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1280_13a22528","reshteh-polo-shirazi","رشته‌پلو شیرازی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1272_b3180a59","zireh-polo-kermani","زیره‌پلو کرمانی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1767_4e6ed616","shami-kabab-lorestan","شامی کباب لرستانی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_154_cdfcadf7","sholeh-mashhadi","شله مشهدی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1250_cb9a971c","shirin-polo","شیرین‌پلو (مرصع‌پلو)","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_864_37673192","adas-polo-ba-goosht","عدس‌پلو با گوشت","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_129_5d8a7866","ghanbar-polo-shirazi","قنبرپلو شیرازی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1239_1be04a64","gheymeh-nesar","قیمه نثار","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_866_9986ddf5","loobia-polo-ba-goosht","لوبیا پلو با گوشت چرخ‌کرده","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1296_5d4fca2c","morgh-torsh-gilani","مرغ ترش گیلانی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_86_ffcd0713","kabab-bonab","کباب بناب","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1197_73204fa8","kabab-tabei-morgh","کباب تابه‌ای مرغ","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1196_6cbbd3af","kabab-tabei-goosht","کباب تابه‌ای گوشت","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_112_9764d4aa","kadoo-polo-mazandarani","کدو پلو مازندرانی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_139_012333bd","kufteh-berenji","کوفته برنجی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_038_16764713","swedish-meatballs","کوفته سوئدی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_077_40b61937","kofte","کوفتهٔ ترکی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_94_78034c8a","abgoosht-kashk","آبگوشت کشک","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_095_c9024579","avgolemono","آوگولمونو","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_028_ecdcc65f","stamppot","استامپوت (پوره سیب‌زمینی و کلم ترش)","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_123_e8fa3267","spaghetti-al-limone","اسپاگتی آل لیمونه","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_062_ce31c267","spaghetti-aglio-e-olio","اسپاگتی سیر و روغن","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1334_8963bd85","meat-strudel","اشترودل گوشت","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1072_b55bdfe7","eshkeneh","اشکنه","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_012_46d4828e","imam-bayildi","امام بایلدی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_121_b6f01192","omelet-rob","املت رب","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_066_d22397d4","borscht","بورش","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_115_ba80ef7c","tahandaz-morgh","ته‌انداز مرغ","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_164_8367ec24","tahchin-goosht-bademjan","ته‌چین گوشت و بادمجان","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1290_f5fc285f","halim-bademjan","حلیم بادمجان","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1238_296fbec3","halim-gandom","حلیم گندم","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1343_5bf8151c","chicken-and-mushroom","خوراک مرغ و قارچ","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1816_dec0afbb","cream-of-chicken-soup","سوپ شیر","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_046_0c90256b","red-lentil-soup","سوپ عدس قرمز ترکی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_014_33ae62d8","miso-soup","سوپ میسو","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_032_a150e5b1","minestrone-soup","سوپ مینسترونه","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_128_22442750","fatteh","فته","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_2054_be491f02","gheymeh-sibzamini","قیمه سیب زمینی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1323_cf6bcb5c","lasagna","لازانیا","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_025_b9bdfd91","fish-and-chips","ماهی و چیپس","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1195_4b547f19","persian-makaroni","ماکارونی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1333_db68905d","fried-chicken","مرغ سوخاری","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_101_b76754a7","piri-piri-chicken","مرغ پیری‌پیری","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_127_65e78281","maqluba","مقلوبه","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1225_159208a2","mirza-ghasemi","میرزا قاسمی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_103_066b318c","vavishka","واویشکا","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_2103_d26d79d5","alfredo-pasta","پاستا آلفردو","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_094_a48d62c1","pasta-e-fagioli","پاستا ای فاجولی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_2064_b5a2a37a","pesto-pasta","پاستا پستو","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_061_0bfbb206","polenta-con-funghi","پلنتا با قارچ","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_136_76743d5b","pot-au-feu","پوت‌او‌فو","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_118_9ecd21c7","pollo-al-ajillo","پویو آل آخیو","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_040_7d7b90a1","pierogi","پیروگی لهستانی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_197_dbaa9b9a","chelo-mahicheh","چلو ماهیچه","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1263_0e8a8255","kaleh-joosh","کاله‌جوش (کله‌جوش)","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1071_6e0696a6","kotlet-goosht","کتلت گوشت","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_111_4cb37a1a","kateh-shomali","کته شمالی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1743_005c3739","kashk-bademjan","کشک بادمجان","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1528_32041352","kaleh-pacheh","کله پاچه","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_intl_120_ae775732","koenigsberger-klopse","کونیگسبرگر کلوپسه","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_134_34e1816f","kuku-bademjan","کوکو بادمجان","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_2049_765e338a","kuku-sabzi","کوکو سبزی","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
"garnish_recipe_fa_1270_70cc3cff","yatimcheh","یتیمچه","HIDDEN_PENDING_REVIEW","reviewOnly","false","No source-backed or documented product-decision pass; hidden from public launch surfaces."
