"recipeId","slug","titleFa","finalState","isPublic","recipeStatus","reason"
"garnish_recipe_fa_1343_5bf8151c","chicken-and-mushroom","خوراک مرغ و قارچ","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1816_dec0afbb","cream-of-chicken-soup","سوپ شیر","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_046_0c90256b","red-lentil-soup","سوپ عدس قرمز ترکی","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_014_33ae62d8","miso-soup","سوپ میسو","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_032_a150e5b1","minestrone-soup","سوپ مینسترونه","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_128_22442750","fatteh","فته","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_2054_be491f02","gheymeh-sibzamini","قیمه سیب زمینی","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1323_cf6bcb5c","lasagna","لازانیا","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_025_b9bdfd91","fish-and-chips","ماهی و چیپس","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1195_4b547f19","persian-makaroni","ماکارونی","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1333_db68905d","fried-chicken","مرغ سوخاری","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_101_b76754a7","piri-piri-chicken","مرغ پیری‌پیری","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_127_65e78281","maqluba","مقلوبه","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1225_159208a2","mirza-ghasemi","میرزا قاسمی","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_103_066b318c","vavishka","واویشکا","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_2103_d26d79d5","alfredo-pasta","پاستا آلفردو","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_094_a48d62c1","pasta-e-fagioli","پاستا ای فاجولی","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_2064_b5a2a37a","pesto-pasta","پاستا پستو","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_061_0bfbb206","polenta-con-funghi","پلنتا با قارچ","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_136_76743d5b","pot-au-feu","پوت‌او‌فو","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_118_9ecd21c7","pollo-al-ajillo","پویو آل آخیو","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_040_7d7b90a1","pierogi","پیروگی لهستانی","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_197_dbaa9b9a","chelo-mahicheh","چلو ماهیچه","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1263_0e8a8255","kaleh-joosh","کاله‌جوش (کله‌جوش)","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1071_6e0696a6","kotlet-goosht","کتلت گوشت","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_111_4cb37a1a","kateh-shomali","کته شمالی","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1743_005c3739","kashk-bademjan","کشک بادمجان","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1528_32041352","kaleh-pacheh","کله پاچه","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_intl_120_ae775732","koenigsberger-klopse","کونیگسبرگر کلوپسه","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_134_34e1816f","kuku-bademjan","کوکو بادمجان","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_2049_765e338a","kuku-sabzi","کوکو سبزی","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
"garnish_recipe_fa_1270_70cc3cff","yatimcheh","یتیمچه","NEEDS_MANUAL_EXTERNAL_REVIEW_REMAINING","true","active","Medium: not proven wrong, but not defensible as fully authentic."
