recipeId,slug,titleFa,sourceGroup,fieldPath,exactBadText,class,severity,recommendedRepairType,allowlistStatus
"garnish_recipe_fa_105_606b3bee","garnish_recipe_fa_105_606b3bee","","dataset","dataset.repeated","این توضیح برای درک عمومی ترکیب غذاست و با اندازهٔ سهم، روغن جذب‌شده یا همراه‌های سرو تغییر می‌کند","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_lite_fa_004_ab5fbe9d","garnish_lite_fa_004_ab5fbe9d","","dataset","dataset.repeated","یک آیتم سریع و سبک است که با چند ماده ساده آماده می‌شود و برای مصرف روزمره مناسب است","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","این نوشیدنی بیشتر برای طعم، خنکی یا همراهی با وعده استفاده می‌شود؛ مقدار شیرینی، یخ و رقیق‌سازی بیشترین اثر را روی حس نهایی دارد","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","وقتی دما و بافت هنوز زنده است: نوشیدنی‌های سرد بلافاصله بعد از یخ و نوشیدنی‌های گرم بلافاصله بعد از دم‌آوری یا گرم‌کردن شیر","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","پایه را می‌توان زودتر آماده کرد، اما یخ، سودا، نعناع تازه، بوبا یا کف شیر را نزدیک سرو اضافه کن تا بافت و عطر افت نکند","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","در نوشیدنی‌های میوه‌ای، لبنی یا برنجی جداشدگی طبیعی است؛ قبل از سرو آرام هم بزن، اما برای نوشیدنی گازدار زیاد هم نزن","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","شیرینی را در پایه کمتر کن و با دمای درست، عطر تازه و مقدار دقیق اسید یا ادویه مزه را کامل نگه دار","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","نشانهٔ درست این مرحله باید باظاهر، عطر و بافت همین مرحله دیده شود","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","چطور شیرینی را کم کنم بدون اینکه مزه خالی شود؟","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","رقیق‌سازی، شخصیت نوشیدنی را تعیین می‌کند:","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","چرا نوشیدنی بعد از مدتی جدا می‌شود؟","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1323_cf6bcb5c","garnish_recipe_fa_1323_cf6bcb5c","","dataset","dataset.repeated","می‌توانم از قبل آماده کنم؟","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","بهترین زمان سرو چیست؟","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_002_5f663504","garnish_recipe_global_143_002_5f663504","","dataset","dataset.repeated","نکته خرید: نمک ریز و تمیز استفاده کنید تا یکنواخت پخش شود","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_114_4d182f15","garnish_recipe_fa_114_4d182f15","","dataset","dataset.repeated","روغن کانولا یا روغن خنثی مشابه قابل استفاده است","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_113_2a1debd0","garnish_recipe_fa_113_2a1debd0","","dataset","dataset.repeated","هزینه: متوسط رو به بالا","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","لیوان سرد در نوشیدنی‌های یخی سرعت آب شدن یخ را کم می‌کند و فنجان گرم در نوشیدنی‌های داغ افت دما را کمتر می‌کند","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","نشانهٔ درست، دمای پایدار تا چند جرعه اول است","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","سردی یا گرمی ظرف روی نتیجه اثر دارد:","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_101_877a41d3","garnish_recipe_fa_101_877a41d3","","dataset","dataset.repeated","فلفلِ تازه‌آسیاب عطرِ بیشتری دارد","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1071_6e0696a6","garnish_recipe_fa_1071_6e0696a6","","dataset","dataset.repeated","۱ قاشق چای‌خوری (به‌مزه)","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","بخش‌های پایه را می‌توان زودتر آماده کرد، اما مرحله نهایی بهتر است نزدیک سرو انجام شود","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","نشانه اصلی، بافت درست بخش پایه و غلظت مناسب سس یا پایه غذاست","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","جایگزین‌ها فقط وقتی استفاده شوند که نقش اصلی ماده حفظ شود","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","برای نسخه ملایم‌تر، مقدار فلفل و ادویه تند را کم کنید","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_177_c8caf164","garnish_recipe_fa_177_c8caf164","","dataset","dataset.repeated","نکته خرید: تخم‌مرغ تازه با پوسته سالم انتخاب کنید","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","در پایان قبل از سرو مزه را دوباره تنظیم کنید","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","حرارت را با نشانه‌های ظاهری غذا تنظیم کنید","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","حرارت بیش از حد، بافت و مزه را خراب می‌کند","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","سرو دیرهنگام، کیفیت بافت را پایین می‌آورد","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","اضافه کردن مایع زیاد، غذا را آبکی می‌کند","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","مواد را قبل از شروع آماده کنید","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_121_ee99f013","garnish_recipe_global_143_121_ee99f013","","dataset","dataset.repeated","از کجا بفهمم غذا آماده است؟","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_105_606b3bee","garnish_recipe_fa_105_606b3bee","","dataset","dataset.repeated","2 قاشق غذاخوری (ضروری)","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","گرم‌کردن: گرم‌کردن ندارد؛ سرد سرو می‌شود","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_041_33abbd3b","garnish_recipe_global_143_041_33abbd3b","","dataset","dataset.repeated","از نظر کیفی، این غذا را باید با مواد اصلی، اندازهٔ وعده، روش پخت و همراه‌های سرو سنجید، نه با ادعای درمانی یا رژیمی","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_114_4d182f15","garnish_recipe_fa_114_4d182f15","","dataset","dataset.repeated","این توضیح برای درک عمومی ترکیب غذاست و با اندازهٔ سهم، مقدار روغن یا همراه‌های سرو تغییر می‌کند","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_111_4cb37a1a","garnish_recipe_fa_111_4cb37a1a","","dataset","dataset.repeated","باید همان نقش را داشته باشد؛ اگر مطمئن نیستید حذف یا تعویض نکنید","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_041_33abbd3b","garnish_recipe_global_143_041_33abbd3b","","dataset","dataset.repeated","عدد کالری مشخصی برای نمایش وجود ندارد؛ عدد تازه‌ای ساخته نمی‌شود","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1510_2d1f8557","garnish_recipe_fa_1510_2d1f8557","","dataset","dataset.repeated","اگر دانه‌ای است، تازه و خشک باشد؛ اگر شربتی است، بوی کهنگی ندهد","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_002_5f663504","garnish_recipe_global_143_002_5f663504","","dataset","dataset.repeated","نمک دریا با دانه ریز ممکن است؛ مقدار را با شوری آن هماهنگ کنید","REPEATED_SENTENCE_ACROSS_DATASET","HIGH","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_100_ce2b0c24","garnish_recipe_fa_100_ce2b0c24","","dataset","dataset.repeated","نکته خرید: سفت، تازه و بدون لکه یا پژمردگی انتخاب کنید","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_142_3215f0b5","garnish_recipe_fa_142_3215f0b5","","dataset","dataset.repeated","نکته خرید: فلفل تازه‌آسیاب عطر بیشتری دارد","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_015_39a2f209","garnish_recipe_global_143_015_39a2f209","","dataset","dataset.repeated","نکته خرید: شکر خشک و دانه‌ریز انتخاب کنید تا سریع حل شود","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_101_877a41d3","garnish_recipe_fa_101_877a41d3","","dataset","dataset.repeated","به‌مزه (حدود ۱ قاشق چای‌خوری)","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1510_2d1f8557","garnish_recipe_fa_1510_2d1f8557","","dataset","dataset.repeated","⏲ آماده‌سازی زودهنگام: پایه شربت یا میوه خردشده را می‌توان زودتر آماده کرد؛ یخ و مواد حساس را نزدیک سرو اضافه کن","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1510_2d1f8557","garnish_recipe_fa_1510_2d1f8557","","dataset","dataset.repeated","یخچال: پایه بدون یخ معمولاً تا ۲۴ ساعت در یخچال بهتر می‌ماند؛ نوشیدنی گازدار یا نعناعی را فوری مصرف کن","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_024_194514e6","garnish_recipe_global_143_024_194514e6","","dataset","dataset.repeated","بخش‌های خشک یا پایه را می‌توان آماده کرد، اما ترکیب نهایی بهتر است نزدیک زمان سرو انجام شود","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1510_2d1f8557","garnish_recipe_fa_1510_2d1f8557","","dataset","dataset.repeated","❄ فریز: فریز فقط برای تکه‌های میوه مناسب است، نه نوشیدنی کامل","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_024_194514e6","garnish_recipe_global_143_024_194514e6","","dataset","dataset.repeated","جایگزین فقط وقتی پیشنهاد می‌شود که هویت اصلی غذا حفظ شود","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_014_8a86b8a0","garnish_recipe_global_143_014_8a86b8a0","","dataset","dataset.repeated","نکته خرید: پیاز سفت و بدون جوانه بخرید","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_024_194514e6","garnish_recipe_global_143_024_194514e6","","dataset","dataset.repeated","آیا می‌شود مواد را از قبل آماده کرد؟","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_024_194514e6","garnish_recipe_global_143_024_194514e6","","dataset","dataset.repeated","مهم‌ترین نشانه آماده بودن چیست؟","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_128_80595bf3","garnish_recipe_fa_128_80595bf3","","dataset","dataset.repeated","1 قاشق غذاخوری (ضروری)","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_105_606b3bee","garnish_recipe_fa_105_606b3bee","","dataset","dataset.repeated","3 قاشق غذاخوری (ضروری)","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_122_dc5bb310","garnish_recipe_fa_122_dc5bb310","","dataset","dataset.repeated","نکته خرید: نمک خشک و یکنواخت استفاده کنید تا مقداردهی قابل کنترل باشد","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_101_877a41d3","garnish_recipe_fa_101_877a41d3","","dataset","dataset.repeated","ing_lamb_meat_raw→ing_button_mushroom_raw","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1196_6cbbd3af","garnish_recipe_fa_1196_6cbbd3af","","dataset","dataset.repeated","نقش مکمل در طعم، بافت یا تعادل این دستور","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_100_ce2b0c24","garnish_recipe_fa_100_ce2b0c24","","dataset","dataset.repeated","روغن مایع خنثی دیگر با تحمل حرارت مشابه","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_103_066b318c","garnish_recipe_fa_103_066b318c","","dataset","dataset.repeated","ملایم‌تر و کمی شیرین‌تر","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1071_6e0696a6","garnish_recipe_fa_1071_6e0696a6","","dataset","dataset.repeated","گوشت چرخ‌کرده گوسفند","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_111_4cb37a1a","garnish_recipe_fa_111_4cb37a1a","","dataset","dataset.repeated","چاشنی و تنظیم‌کنندهٔ مزه؛ در بعضی خمیرها ساختار را هم کنترل می‌کند","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_122_dc5bb310","garnish_recipe_fa_122_dc5bb310","","dataset","dataset.repeated","نکته خرید: فلفل تازه‌آسیاب عطر روشن‌تری دارد","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_166_41ac7f2f","garnish_recipe_fa_166_41ac7f2f","","dataset","dataset.repeated","نکته خرید: نمک یکنواخت و تمیز استفاده کنید","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","❄ فریز: فریز مناسب نیست","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1071_6e0696a6","garnish_recipe_fa_1071_6e0696a6","","dataset","dataset.repeated","گوشت چرخ‌کرده بوقلمون","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_103_066b318c","garnish_recipe_fa_103_066b318c","","dataset","dataset.repeated","حدود ۱ قاشق چای‌خوری (به‌مزه)","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_global_143_024_194514e6","garnish_recipe_global_143_024_194514e6","","dataset","dataset.repeated","برای نوشیدنی سرد آب کاملاً سرد، برای دم‌آوری آب تازه و بی‌بو استفاده کن","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_111_4cb37a1a","garnish_recipe_fa_111_4cb37a1a","","dataset","dataset.repeated","چربیِ پخت؛ عطر را حمل می‌کند و سطح را برشته یا لطیف می‌سازد","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_114_4d182f15","garnish_recipe_fa_114_4d182f15","","dataset","dataset.repeated","نکته خرید: پیاز سفت و بدون جوانه انتخاب کنید","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_105_606b3bee","garnish_recipe_fa_105_606b3bee","","dataset","dataset.repeated","نکته خرید: نمک تمیز و یکنواخت استفاده کنید","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_142_3215f0b5","garnish_recipe_fa_142_3215f0b5","","dataset","dataset.repeated","فلفل سفید مزه متفاوتی می‌دهد","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_113_2a1debd0","garnish_recipe_fa_113_2a1debd0","","dataset","dataset.repeated","مقدار: 1 قاشق چای‌خوری","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1510_2d1f8557","garnish_recipe_fa_1510_2d1f8557","","dataset","dataset.repeated","میوه تازه فصل شیرینی خشک سبک میان‌وعده سرد تابستانی","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_105_606b3bee","garnish_recipe_fa_105_606b3bee","","dataset","dataset.repeated","4 قاشق غذاخوری (ضروری)","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_104_7b4ced78","garnish_recipe_fa_104_7b4ced78","","dataset","dataset.repeated","گوشت چرخ‌کردهٔ گوسفند","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
"garnish_recipe_fa_1289_dccb626e","garnish_recipe_fa_1289_dccb626e","","dataset","dataset.repeated","اگر رنگ، کف یا عطر ناگهان تغییر کرد، مرحله را متوقف کن و نسبت دما/زمان را اصلاح کن","REPEATED_SENTENCE_ACROSS_DATASET","MEDIUM","SENTENCE_PATCH","ALLOWLISTED"
