"recipeId","title","simple","weakSteps","weakIngredients","classification"
"garnish_recipe_global_143_104_31c06413","اردک پکنی خانگی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_028_ecdcc65f","استامپوت (پوره سیب‌زمینی و کلم ترش)","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_070_ef1a1272","استروپ‌وافل","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_052_cbf1699d","اسموتی آناناس و نارگیل","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_066_09614bdf","اسموتی آووکادو","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_018_03b6b930","اسموتی انبه و ماست","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_019_37a117f6","اسموتی خرما و کاکائو","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_062_0b593690","اسموتی شکلات و موز","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_056_6f618741","اسموتی هلو و ماست","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_143_6060b21f","اسموربرود دانمارکی با شاه‌ماهی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_036_e0780696","اسپاناکوپیتا","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_123_e8fa3267","اسپاگتی آل لیمونه","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_062_ce31c267","اسپاگتی سیر و روغن","false","6","6","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_135_2919e78e","اسپاگتی کاربونارای رومی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_039_d8dc5a96","اسپرینگ رول تازه ویتنامی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_047_8830766d","اسپرینگ‌رول تایلندی سرخ‌شده","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_115_bd72c652","اسپکولاس","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_117_d8d3d0ac","اسپیناکاس کن گاربانثوس","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_084_fb10b1a9","اسکونز","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_069_b980b37b","اشترودل سیب","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_012_46d4828e","امام بایلدی","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_fa_121_b6f01192","املت رب","false","6","6","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_fa_120_502ae408","املت قهوه‌خانه‌ای","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1521_13feed66","املت پنیر","true","6","6","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_049_9785e6eb","امپانادای گوشت","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_113_2a1debd0","انارپلو شیرازی","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_033_980e9629","انجیر خشک با گردو","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_100_da23be37","انچیلادای مرغ با سس قرمز","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_136_0ebb92f9","اوسوبوکو میلانی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_116_c3a0982f","اولی‌بولن","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_108_d102f5f2","اوکونومی‌یاکی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_048_5b5471e4","اویاکودون (کاسه مرغ و تخم‌مرغ)","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_083_233e9bde","اُم علی مصری","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_063_b14ec21c","اکلر شکلاتی کلاسیک","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_013_d4a1df19","ایدلی با سامبار","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_117_be424535","اینجرا با دورو وات","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_044_051125e5","بائوی بخارپز شکم‌پر","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_010_0e45be4c","بابا غنوج","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_033_8acac046","بادمجان پارمیجانا","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_035_3483033b","باقالی شور","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_078_c3975f3a","باقلوا","false","7","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_053_7f9d9df9","بال مرغ بوفالو","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_071_32ff2f21","بانوفی پای","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_118_67f4b795","بانی چاو آفریقای جنوبی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_134_b4cc12b5","باکالائو آ براس پرتغالی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_068_2f672fa4","براونی شکلاتی فاجی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_017_5b23f5df","برتشن آلمانی با صبحانه سرد","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_007_34f16382","برنج سرخ‌شده با تخم‌مرغ","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_004_e65ccfe3","بروسکتا با گوجه و ریحان","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_90_85d9aaf0","بریانی اصفهان","false","0","1","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_102_36229b49","بریانی مرغ هندی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_089_59f271c3","بریگادیرو شکلاتی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_96_730b7817","بزقرمه کرمانی","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_fa_173_ab17534c","بستنی سنتی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_058_33c6e1fc","بشقاب آنتی‌پاستوی ایتالیایی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_007_f1109425","بشقاب صبحانه پنیر و سبزی و گوجه","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_088_be94fc3b","بشقاب مزه (پنیر، کراکر، میوه، آجیل)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_059_1049b27a","بلینی گندم سیاه با خاویار","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_003_e6033f62","بندیکت تخم‌مرغ","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_126_76675c2f","بورانی اسفناج","true","6","6","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_127_38980a7f","بورانی بادمجان","true","6","6","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_066_d22397d4","بورش","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_132_32880128","بوف بورگینیون","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_098_0f8fbedd","بولگوگی گوشت کره‌ای","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_097_4fa8c5e5","بیبیمباپ کره‌ای با گوشت و سبزیجات","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_056_1509959b","بیتربالن","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_018_285f8e1b","بیرچر میوزلی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_124_ee006e03","بیستکا آلا فیورنتینا","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_040_167f7ab7","بیسکویت با شیر","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_065_d91803a7","بیف استروگانف","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_130_c4a5fa79","بیف ولینگتون کلاسیک","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_091_88b57d1e","بینگسو با لوبیای قرمز و میوه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_004_44168530","بیگل با لاکس و پنیر خامه‌ای","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_140_e00e3df2","تارتا د سانتیاگو","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_008_22e17e44","تاماگویاکی ژاپنی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_114_cc474629","تاژین مراکشی مرغ و زردآلو","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_099_2a8c35d1","تاکوی گوشت با سالسای تازه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_009_ab044ed1","تبوله","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_010_5402d628","تخم‌مرغ عسلی با نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_082_5e31f95b","تربچه و خیار با نمک و آبلیمو","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_106_d9e3968a","ترش‌تره","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_037_7cf2e346","تزاتزیکی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_012_c3da9856","تست ریکوتا و عسل","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_016_565be283","تست پنیر خامه‌ای و خیار","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_013_374a5ddc","تست کره بادام و توت","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_080_5dbc4315","تمپورا","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_138_4f5d8e11","تمپوس","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_115_ba80ef7c","ته‌انداز مرغ","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_032_f43fdf8e","توت خشک و گردو","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_111_248a08a4","تود این د هول","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_022_ac4d3143","تورتیای اسپانیایی","false","6","5","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_031_7e902faf","تیرامیسو","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_074_7b07ce2a","جلاتوی وانیلی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_116_d25d42e2","جلوف رایس غرب آفریقا","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_216_1bfdfe55","جوجه کباب زعفرانی","false","0","1","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_92_397baf20","جگر کبابی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1483_557ee839","حلوا زعفرانی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_008_c8ddf724","حلوا شکری روی نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_061_6a6023a1","حلومی گریل‌شده با لیمو و سبزی","true","4","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_043_fbe26aba","حمص","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_109_997edbdb","خائو سوی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_025_cff0018f","خامه و خرما روی نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_009_2268aef8","خامه و مربا روی نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_039_f5062366","خرما با گردو","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_051_25696db8","خرما و پنیر و گردو (لقمه)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_021_da2f107f","خرما پر شده با پنیر خامه‌ای","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_2014_249aa268","خمیر پیتزا ایتالیایی","false","6","5","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_fa_109_7c2e92a0","خورش غوره بادمجان","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_107_5765c9eb","خورش چغرتمه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_108_441adb29","خورش کدو","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_102_1994bb32","خورشت اناربیج","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_100_ce2b0c24","خورشت به","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1059_32ca5280","خورشت خلال","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_99_14f1018b","خورشت ریواس","false","0","2","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_97_b033ed16","خورشت لوبیا سبز","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_072_dad6a14e","خیارشور و زیتون و گوجه (مزه کنار غذا)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_141_12664fc7","خینکالی گرجی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_105_a30b590b","دامپلینگ سوپی چینی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_005_1bc32e70","دامپلینگ مرغ چینی (جیائوزی)","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_872_529097b4","دلمه برگ مو (دلمه‌ی برگ انگور)","true","0","8","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_87_b75c560e","دنده‌کباب کرمانشاهی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_014_8a86b8a0","دوسا ماسالا","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_059_c1594c61","دوغ نعنا خانگی","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_087_3d227836","دونات مخمری لعابی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1297_aaa24704","دوپیازه آلو","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_125_31716f89","دوپیازه میگو","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_123_a52aadf1","دویماج","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_048_89204b05","دیپ ماست و لبو (بورانی سرد)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_078_578dd342","دیپ گواکاموله با نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_042_9be6a738","ذرت مکزیکی فنجانی (الوته آماده)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_020_a0837273","راتاتویی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_079_bc51f8e5","رامن","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_184_e616db37","رشته خشکار","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1280_13a22528","رشته‌پلو شیرازی","false","0","1","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_107_dbd1eb92","رندانگ گوشت اندونزیایی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1496_5705c3de","رنگینک","true","6","7","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_039_29544b7d","روشتی سوئیسی","true","6","5","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_124_ce358cac","روپا ویه‌خای کوبایی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_087_61b3189b","رپ بوقلمون و پنیر","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_091_be3a7a1d","رپ سالاد یونانی","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_085_7e285172","رپ هوموس و سبزیجات","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_093_936a36ff","رپ پنیر خامه‌ای و سبزیجات","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_121_c6d25626","ریبولیتا","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_001_a95ca931","ریزوتو میلانی زعفرانی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_150_951c615d","ریسالاماند","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_059_1736c8ad","زاوربراتن","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_142_44b006d6","زمل‌کنودل","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_141_16bce5b8","زنف‌آیر","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_038_de0f96b1","زیتون پرورده با نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_1272_b3180a59","زیره‌پلو کرمانی","false","6","10","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_076_cd5d8bb9","سالاد آووکادو و گوجه","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_080_532aebff","سالاد ذرت و لوبیا","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_074_821a3098","سالاد سبز ساده با سس وینگرت","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_1762_ecb03b4e","سالاد سیب زمینی","true","6","11","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1808_788119ed","سالاد ماکارونی","true","0","1","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1751_cd7bc7b8","سالاد مرغ","true","6","15","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_075_a94612da","سالاد هندوانه و فتا","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_081_1fb39818","سالاد کارائیب کلم و آناناس","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_073_9481977d","سالاد کلم بنفش و هویج","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_077_2c5659c2","سالاد کینوا آماده با سبزیجات","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_070_fad47a28","سالاد گوجه و خیار و پیاز شیرازی‌وار","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_096_2d866197","ساندویچ آووکادو و گوجه","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_096_0e548c27","ساندویچ بان می با گوشت و ترشی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_084_b1b75380","ساندویچ تخم‌مرغ و مایونز","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_083_a0f30266","ساندویچ پنیر و گوجه و خیار","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_094_fde3c956","ساندویچ کالباس و پنیر سرد","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_090_0e727d97","ساندویچ کره بادام‌زمینی و عسل","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_144_5774ae78","ساگاناکی","true","6","5","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_2018_2572b935","سس بشامل","true","6","8","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_2035_e1080e79","سس مارینارا","true","0","1","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_2032_c2aacc2c","سس همبرگر","true","6","8","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_2022_ed370352","سس پستو","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_185_c892351b","سمنو","true","6","2","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_010_8626885f","سوجوک با تخم‌مرغ","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_176_60f55560","سوهان قم","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_120_8da4e4b0","سویچه ماهی پرویی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1332_682d694b","سیب زمینی سرخ کرده","true","6","4","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_006_10cd2dcc","سیومای کانتونی دیم‌سام","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_053_03f59ac8","شربت آبلیمو و نعنا","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_058_9891c764","شربت آلبالو خانگی با یخ","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_060_0a0758f2","شربت زعفران و بهارنارنج","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_067_65bc28c4","شربت سکنجبین با خیار","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_137_6a99342c","شنیتسل وینی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_026_0f726e6c","شیر برنج آماده با دارچین","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_055_dce52169","شیر طلایی سرد با عسل","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_065_cda75133","شیر پسته سرد","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_002_6f0bd5c3","شیره انگور و ارده روی نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_003_84eb3049","شیره خرما و ارده روی نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_1250_cb9a971c","شیرین‌پلو (مرصع‌پلو)","false","6","13","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_002_5f663504","صبحانه کامل انگلیسی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_128_22442750","فته","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_021_7cee5181","فرنچ تست کلاسیک","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_076_72b1d9d1","فلان کاراملی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_055_f8fbb75e","فلفل پادرون تاول‌زده","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_011_0fce0e09","فول مدمس مصری","true","4","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_138_ce0f10ba","فوندوی پنیر سوئیسی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_064_1aa2311f","فوکاچا","true","6","5","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_119_e71710d8","فیجوآدای برزیلی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_112_ea1e7e26","قوزی عراقی با بره و برنج","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1239_1be04a64","قیمه نثار","false","0","1","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_082_7d443f56","لارب مرغ","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_149_71c64832","لانگوش","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
