"recipeId","slug","title","region","source","issue"
"garnish_recipe_fa_1072_b55bdfe7","eshkeneh","اشکنه","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_012_46d4828e","imam-bayildi","امام بایلدی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_121_b6f01192","omelet-rob","املت رب","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_120_502ae408","omelet-ghahvekhaneh","املت قهوه‌خانه‌ای","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1521_13feed66","cheese-omelet","املت پنیر","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1325_87da9b04","omelet-gojeh-farangi","املت گوجه فرنگی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_049_9785e6eb","beef-empanadas","امپانادای گوشت","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_113_2a1debd0","anar-polo-shirazi","انارپلو شیرازی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_033_980e9629","dried-figs-stuffed-with-walnut","انجیر خشک با گردو","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_100_da23be37","chicken-enchiladas-red-sauce","انچیلادای مرغ با سس قرمز","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_136_0ebb92f9","osso-buco-alla-milanese","اوسوبوکو میلانی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_116_c3a0982f","oliebollen","اولی‌بولن","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_108_d102f5f2","okonomiyaki","اوکونومی‌یاکی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_048_5b5471e4","oyakodon","اویاکودون (کاسه مرغ و تخم‌مرغ)","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_083_233e9bde","umm-ali-egyptian-bread-pudding","اُم علی مصری","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_89_292dde1d","akbar-joojeh","اکبر جوجه","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_063_b14ec21c","classic-chocolate-eclair","اکلر شکلاتی کلاسیک","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_117_be424535","injera-with-doro-wat","اینجرا با دورو وات","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_044_051125e5","steamed-pork-baozi","بائوی بخارپز شکم‌پر","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_010_0e45be4c","baba-ghanoush","بابا غنوج","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_033_8acac046","eggplant-parmigiana","بادمجان پارمیجانا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_lite_fa_035_3483033b","salted-dried-fava-beans","باقالی شور","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_862_dbf3d4d5","baghali-polo-ba-goosht","باقالی پلو با گوشت","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1224_c65df148","baghali-ghatogh","باقلاقاتُق","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_078_c3975f3a","baklava","باقلوا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_053_7f9d9df9","buffalo-chicken-wings","بال مرغ بوفالو","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_071_32ff2f21","classic-banoffee-pie","بانوفی پای","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_118_67f4b795","south-african-bunny-chow","بانی چاو آفریقای جنوبی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_134_b4cc12b5","bacalhau-a-bras","باکالائو آ براس پرتغالی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_068_2f672fa4","fudgy-chocolate-brownies","براونی شکلاتی فاجی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_017_5b23f5df","german-brotchen-breakfast-spread","برتشن آلمانی با صبحانه سرد","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_007_34f16382","egg-fried-rice","برنج سرخ‌شده با تخم‌مرغ","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_004_e65ccfe3","bruschetta-pomodoro","بروسکتا با گوجه و ریحان","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1291_b4dad1f1","mahi-shekam-por","بریان ماهی (ماهی شکم‌پر)","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_90_85d9aaf0","beryani-isfahan","بریانی اصفهان","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_102_36229b49","hyderabadi-style-chicken-biryani","بریانی مرغ هندی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_089_59f271c3","brigadeiro-chocolate-truffles","بریگادیرو شکلاتی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_96_730b7817","boz-ghormeh-kermani","بزقرمه کرمانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_173_ab17534c","bastani-sonnati","بستنی سنتی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_007_f1109425","persian-breakfast-plate","بشقاب صبحانه پنیر و سبزی و گوجه","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_088_be94fc3b","grazing-plate","بشقاب مزه (پنیر، کراکر، میوه، آجیل)","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_global_143_059_1049b27a","buckwheat-blini-with-caviar","بلینی گندم سیاه با خاویار","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_003_e6033f62","eggs-benedict","بندیکت تخم‌مرغ","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_126_76675c2f","borani-esfenaj","بورانی اسفناج","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_127_38980a7f","borani-bademjan","بورانی بادمجان","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_066_d22397d4","borscht","بورش","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_132_32880128","boeuf-bourguignon","بوف بورگینیون","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_056_1509959b","bitterballen","بیتربالن","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_018_285f8e1b","bircher-muesli","بیرچر میوزلی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_124_ee006e03","bistecca-alla-fiorentina","بیستکا آلا فیورنتینا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_lite_fa_040_167f7ab7","biscuits-with-milk","بیسکویت با شیر","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_intl_065_d91803a7","beef-stroganoff","بیف استروگانف","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_130_c4a5fa79","classic-beef-wellington","بیف ولینگتون کلاسیک","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_004_44168530","bagel-lox-cream-cheese","بیگل با لاکس و پنیر خامه‌ای","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_065_c4cb085e","classic-apple-tarte-tatin","تارت تاتن سیب","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_140_e00e3df2","tarta-de-santiago","تارتا د سانتیاگو","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1276_cdef73d2","tas-kabab","تاس‌کباب","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_019_629698d5","tom-kha-gai","تام کا گای (سوپ مرغ و نارگیل)","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_049_04e612cd","tom-yum-goong","تام یوم گونگ (سوپ تند میگو)","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_114_cc474629","moroccan-chicken-tagine-apricot","تاژین مراکشی مرغ و زردآلو","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_009_ab044ed1","tabbouleh","تبوله","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_lite_fa_010_5402d628","soft-boiled-egg-with-bread-soldiers","تخم‌مرغ عسلی با نان","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_082_5e31f95b","radish-and-cucumber-with-lemon-salt","تربچه و خیار با نمک و آبلیمو","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_106_d9e3968a","torsh-tareh","ترش‌تره","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1262_9f42258a","torsh-shami-gilani","ترش‌شامی گیلانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_012_c3da9856","ricotta-and-honey-toast","تست ریکوتا و عسل","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_016_565be283","cream-cheese-and-cucumber-toast","تست پنیر خامه‌ای و خیار","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_013_374a5ddc","almond-butter-and-berry-toast","تست کره بادام و توت","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_intl_080_5dbc4315","tempura","تمپورا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_138_4f5d8e11","tompoes","تمپوس","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1084_8f35205e","tahchin-morgh","ته چین مرغ","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_115_ba80ef7c","tahandaz-morgh","ته‌انداز مرغ","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_164_8367ec24","tahchin-goosht-bademjan","ته‌چین گوشت و بادمجان","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_032_f43fdf8e","dried-mulberry-and-walnut","توت خشک و گردو","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_intl_111_248a08a4","toad-in-the-hole","تود این د هول","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_022_ac4d3143","tortilla-espanola","تورتیای اسپانیایی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_031_7e902faf","tiramisu","تیرامیسو","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_074_7b07ce2a","vanilla-bean-gelato","جلاتوی وانیلی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_116_d25d42e2","west-african-jollof-rice","جلوف رایس غرب آفریقا","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_216_1bfdfe55","saffron-joojeh-kabab","جوجه کباب زعفرانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_92_397baf20","jigar-kababi","جگر کبابی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1483_557ee839","saffron-halva","حلوا زعفرانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_008_c8ddf724","sesame-halva-on-bread","حلوا شکری روی نان","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_061_6a6023a1","grilled-halloumi-lemon-herbs","حلومی گریل‌شده با لیمو و سبزی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1290_f5fc285f","halim-bademjan","حلیم بادمجان","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1238_296fbec3","halim-gandom","حلیم گندم","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_043_fbe26aba","hummus","حمص","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_109_997edbdb","khao-soi","خائو سوی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_lite_fa_025_cff0018f","clotted-cream-and-date-on-bread","خامه و خرما روی نان","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_009_2268aef8","cream-and-jam-on-bread","خامه و مربا روی نان","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1548_dc89130d","khagineh","خاگینه","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_039_f5062366","dates-stuffed-with-walnut","خرما با گردو","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_051_25696db8","date-cheese-and-walnut-bite","خرما و پنیر و گردو (لقمه)","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_021_da2f107f","dates-stuffed-with-cream-cheese","خرما پر شده با پنیر خامه‌ای","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_fa_1077_1b3eec19","khorak-loobia-chiti","خوراک لوبیا چیتی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1342_ce4a8da3","saffron-chicken-stew","خوراک مرغ زعفرانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1343_5bf8151c","chicken-and-mushroom","خوراک مرغ و قارچ","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_101_877a41d3","khoresh-aloo","خورش آلو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_098_0fbf4374","irish-stew","خورش ایرلندی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_109_7c2e92a0","khoresh-ghooreh-bademjan","خورش غوره بادمجان","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_190_49162ac2","khoresh-morgh-qeysi","خورش مرغ قیسی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_107_5765c9eb","khoresht-chaghartameh","خورش چغرتمه","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_108_441adb29","khoresh-kadoo","خورش کدو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1052_8bde566e","khoresh-aloo-esfenaj","خورشت آلو اسفناج","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_102_1994bb32","anar-bij","خورشت اناربیج","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1251_3f83f105","khoresh-bademjan","خورشت بادمجان","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1053_29566b67","khoresh-bamieh","خورشت بامیه","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_100_ce2b0c24","khoresh-beh","خورشت به","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1059_32ca5280","khoresh-khalal","خورشت خلال","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_99_14f1018b","khoresh-rivas","خورشت ریواس","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_110_847e93ad","khoresh-sib","خورشت سیب","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_228_09a631f3","fesenjan","خورشت فسنجان","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_224_c9d0355d","ghormeh-sabzi","خورشت قرمه‌سبزی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_97_b033ed16","khoresh-loobia-sabz","خورشت لوبیا سبز","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1314_7f39d182","khoresh-mast","خورشت ماست","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_98_601bddc6","khoresh-havij-tabrizi","خورشت هویج تبریزی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1051_68dd60e0","khoresh-karafs","خورشت کرفس","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_072_dad6a14e","pickle-olive-and-tomato-side-plate","خیارشور و زیتون و گوجه (مزه کنار غذا)","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_141_12664fc7","georgian-khinkali","خینکالی گرجی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1315_c324442d","dal-adas","دال عدس","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_105_a30b590b","xiao-long-bao-soup-dumplings","دامپلینگ سوپی چینی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_005_1bc32e70","chicken-jiaozi","دامپلینگ مرغ چینی (جیائوزی)","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_875_f2ddeb1c","dolmeh-bademjan-kalam","دلمه بادمجان / دلمه کلم","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_872_529097b4","dolmeh-barg-mo","دلمه برگ مو (دلمه‌ی برگ انگور)","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_161_b79bdd11","dampokht-mahi-jonubi","دمپخت ماهی جنوبی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1261_99e02971","dampokhtak-mash-polo","دمپختک (ماش‌پلو تهرانی)","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_87_b75c560e","dande-kabab","دنده‌کباب کرمانشاهی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_079_060db242","dorayaki-red-bean-pancakes","دورایاکی با خمیر لوبیا","international","global-143-v0.3","international_country_region_weak"
"garnish_lite_fa_059_c1594c61","mint-yogurt-drink","دوغ نعنا خانگی","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_087_3d227836","glazed-yeast-doughnuts","دونات مخمری لعابی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1297_aaa24704","do-piazeh-aloo","دوپیازه آلو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_125_31716f89","doopiazeh-meygoo","دوپیازه میگو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_123_a52aadf1","doymaj","دویماج","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1553_fc9a29b8","flavored-fruit-water","دیتاکس واتر","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_230_332dd922","abgoosht","دیزی (آبگوشت)","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_048_89204b05","beet-yogurt-dip","دیپ ماست و لبو (بورانی سرد)","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_078_578dd342","guacamole-with-bread","دیپ گواکاموله با نان","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_intl_020_a0837273","ratatouille","راتاتویی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_079_bc51f8e5","ramen","رامن","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_2039_b49f818c","red-mojito","رد موهیتو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_184_e616db37","reshteh-khoshkar","رشته خشکار","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
