"recipeId","title","status","reason","ruleStatus"
"garnish_recipe_fa_1261_99e02971","دمپختک (ماش‌پلو تهرانی)","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_230_332dd922","دیزی (آبگوشت)","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1280_13a22528","رشته‌پلو شیرازی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_878_85458912","زرشک پلو با مرغ","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_1272_b3180a59","زیره‌پلو کرمانی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1816_dec0afbb","سوپ شیر","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_046_0c90256b","سوپ عدس قرمز ترکی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_014_33ae62d8","سوپ میسو","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_032_a150e5b1","سوپ مینسترونه","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_021_6914ecb7","سوپ پیاز فرانسوی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1767_4e6ed616","شامی کباب لرستانی","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_154_cdfcadf7","شله مشهدی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1250_cb9a971c","شیرین‌پلو (مرصع‌پلو)","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_864_37673192","عدس‌پلو با گوشت","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_128_22442750","فته","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_129_5d8a7866","قنبرپلو شیرازی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_2054_be491f02","قیمه سیب زمینی","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_1239_1be04a64","قیمه نثار","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_1323_cf6bcb5c","لازانیا","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_866_9986ddf5","لوبیا پلو با گوشت چرخ‌کرده","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_025_b9bdfd91","ماهی و چیپس","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1195_4b547f19","ماکارونی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1296_5d4fca2c","مرغ ترش گیلانی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1333_db68905d","مرغ سوخاری","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_101_b76754a7","مرغ پیری‌پیری","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_127_65e78281","مقلوبه","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1225_159208a2","میرزا قاسمی","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_103_066b318c","واویشکا","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_091_7dcadc00","پاستا آلا آرابیاتا","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_092_3046ff5e","پاستا آلا نورما","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_2103_d26d79d5","پاستا آلفردو","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_094_a48d62c1","پاستا ای فاجولی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_2064_b5a2a37a","پاستا پستو","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_068_c9d33098","پاستل د ناتا","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_063_30b082f3","پانا کوتا","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_087_afad4d60","پایلا","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_intl_086_a2184266","پروفیترول","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_061_0bfbb206","پلنتا با قارچ","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_136_76743d5b","پوت‌او‌فو","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_052_a57a621f","پودینگ تافی خرما","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_118_9ecd21c7","پویو آل آخیو","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_040_7d7b90a1","پیروگی لهستانی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_197_dbaa9b9a","چلو ماهیچه","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_235_3d02f3ae","چلو کباب کوبیده","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_1263_0e8a8255","کاله‌جوش (کله‌جوش)","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_86_ffcd0713","کباب بناب","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_1197_73204fa8","کباب تابه‌ای مرغ","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_1196_6cbbd3af","کباب تابه‌ای گوشت","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_1071_6e0696a6","کتلت گوشت","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_111_4cb37a1a","کته شمالی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_112_9764d4aa","کدو پلو مازندرانی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_053_54c002d0","کرم بروله","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1743_005c3739","کشک بادمجان","NOT_RULED_NEEDS_RESEARCH","Tier 1 canonical dish needs source-backed rule.","NEEDS_RESEARCH"
"garnish_recipe_fa_1528_32041352","کله پاچه","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_139_012333bd","کوفته برنجی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_880_6164abab","کوفته تبریزی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_038_16764713","کوفته سوئدی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_077_40b61937","کوفتهٔ ترکی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_intl_120_ae775732","کونیگسبرگر کلوپسه","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_134_34e1816f","کوکو بادمجان","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_2049_765e338a","کوکو سبزی","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
"garnish_recipe_fa_1270_70cc3cff","یتیمچه","NOT_RULED_NEEDS_RESEARCH","No source-backed rule yet.","NEEDS_RESEARCH"
