recipeId,slug,titleFa,sourceGroup,cuisineOrigin,score,repairPriority,confidence,ingredientCount,stepCount,failedSections,blockers
garnish_recipe_fa_1519_9d69f5f1,garnish_recipe_fa_1519_9d69f5f1,موهیتو کلاسیک,Phase One,Iranian,32,HIGH,HIGH,4,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_039_29544b7d,garnish_recipe_intl_039_29544b7d,روشتی سوئیسی,International Core,Foreign,39,HIGH,HIGH,5,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1272_b3180a59,garnish_recipe_fa_1272_b3180a59,زیره‌پلو کرمانی,Phase One,Iranian,39,HIGH,HIGH,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_144_5774ae78,garnish_recipe_intl_144_5774ae78,ساگاناکی,International Core,Foreign,39,HIGH,HIGH,5,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1762_ecb03b4e,garnish_recipe_fa_1762_ecb03b4e,سالاد سیب زمینی,Phase One,Iranian,39,HIGH,HIGH,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1751_cd7bc7b8,garnish_recipe_fa_1751_cd7bc7b8,سالاد مرغ,Phase One,Iranian,39,HIGH,HIGH,15,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_2018_2572b935,garnish_recipe_fa_2018_2572b935,سس بشامل,Phase One,Foreign,39,HIGH,HIGH,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_2032_c2aacc2c,garnish_recipe_fa_2032_c2aacc2c,سس همبرگر,Phase One,Iranian,39,HIGH,HIGH,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1250_cb9a971c,garnish_recipe_fa_1250_cb9a971c,شیرین‌پلو (مرصع‌پلو),Phase One,Iranian,39,HIGH,HIGH,13,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_064_1aa2311f,garnish_recipe_intl_064_1aa2311f,فوکاچا,International Core,Foreign,39,HIGH,HIGH,5,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1196_6cbbd3af,garnish_recipe_fa_1196_6cbbd3af,کباب تابه‌ای گوشت,Phase One,Iranian,39,HIGH,HIGH,8,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1214_189349a1,garnish_recipe_fa_1214_189349a1,کباب ترش,Phase One,Iranian,39,HIGH,HIGH,10,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_120_ae775732,garnish_recipe_intl_120_ae775732,کونیگسبرگر کلوپسه,International Core,Foreign,39,HIGH,HIGH,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_101_b76754a7,garnish_recipe_intl_101_b76754a7,مرغ پیری‌پیری,International Core,Foreign,39,HIGH,HIGH,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1296_5d4fca2c,garnish_recipe_fa_1296_5d4fca2c,مرغ ترش گیلانی,Phase One,Iranian,39,HIGH,HIGH,12,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_112_cb59927d,garnish_recipe_intl_112_cb59927d,اتن مس,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_062_ce31c267,garnish_recipe_intl_062_ce31c267,اسپاگتی سیر و روغن,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1521_13feed66,garnish_recipe_fa_1521_13feed66,املت پنیر,Phase One,Iranian,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_126_76675c2f,garnish_recipe_fa_126_76675c2f,بورانی اسفناج,Phase One,Iranian,40,HIGH,MEDIUM,6,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_127_38980a7f,garnish_recipe_fa_127_38980a7f,بورانی بادمجان,Phase One,Iranian,40,HIGH,MEDIUM,6,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_063_30b082f3,garnish_recipe_intl_063_30b082f3,پانا کوتا,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_089_91d816cb,garnish_recipe_intl_089_91d816cb,پرتزل,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_2107_5f30a146,garnish_recipe_fa_2107_5f30a146,پیتزا بیکن,Phase One,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_140_e00e3df2,garnish_recipe_intl_140_e00e3df2,تارتا د سانتیاگو,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_92_397baf20,garnish_recipe_fa_92_397baf20,جگر کبابی,Phase One,Iranian,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_86_ffcd0713,garnish_recipe_fa_86_ffcd0713,کباب بناب,Phase One,Iranian,40,HIGH,MEDIUM,6,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_053_54c002d0,garnish_recipe_intl_053_54c002d0,کرم بروله,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_125_19f26215,garnish_recipe_intl_125_19f26215,کلوچهٔ پیازچه,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_175_51f87cb3,garnish_recipe_fa_175_51f87cb3,گز اصفهان,Phase One,Iranian,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_129_382f9727,garnish_recipe_intl_129_382f9727,گوزلمه,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_148_2f745b64,garnish_recipe_intl_148_2f745b64,نانِ سودا,International Core,Foreign,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_181_40d368f2,garnish_recipe_fa_181_40d368f2,نان نخودچی,Phase One,Iranian,40,HIGH,MEDIUM,6,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_120_502ae408,garnish_recipe_fa_120_502ae408,املت قهوه‌خانه‌ای,Phase One,Iranian,41,HIGH,MEDIUM,7,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_124_ee006e03,garnish_recipe_intl_124_ee006e03,بیستکا آلا فیورنتینا,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_071_48a67e24,garnish_recipe_intl_071_48a67e24,پوفِرتیِس,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_037_7cf2e346,garnish_recipe_intl_037_7cf2e346,تزاتزیکی,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_111_248a08a4,garnish_recipe_intl_111_248a08a4,تود این د هول,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_031_7e902faf,garnish_recipe_intl_031_7e902faf,تیرامیسو,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_088_7da35d2c,garnish_recipe_intl_088_7da35d2c,چوروس,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_123_a52aadf1,garnish_recipe_fa_123_a52aadf1,دویماج,Phase One,Iranian,41,HIGH,MEDIUM,7,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_2022_ed370352,garnish_recipe_fa_2022_ed370352,سس پستو,Phase One,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_176_60f55560,garnish_recipe_fa_176_60f55560,سوهان قم,Phase One,Iranian,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_128_22442750,garnish_recipe_intl_128_22442750,فته,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_139_fb85376e,garnish_recipe_intl_139_fb85376e,کالاماره,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_113_e0e7753e,garnish_recipe_intl_113_e0e7753e,کرپ,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_099_594a1fb5,garnish_recipe_intl_099_594a1fb5,کولکانن,International Core,Foreign,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1484_ccebf63e,garnish_recipe_fa_1484_ccebf63e,مسقطی,Phase One,Iranian,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_192_fe533328,garnish_recipe_fa_192_fe533328,ملابیج گیلانی,Phase One,Iranian,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_180_c301e88a,garnish_recipe_fa_180_c301e88a,نان برنجی کرمانشاهی,Phase One,Iranian,41,HIGH,MEDIUM,7,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_034_3035ba70,garnish_recipe_intl_034_3035ba70,آرانچینی,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_148_554e136f,garnish_recipe_fa_148_554e136f,آش انار,Phase One,Iranian,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_147_3b1b07c5,garnish_recipe_fa_147_3b1b07c5,آش جو,Phase One,Iranian,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_79_792d1196,garnish_recipe_fa_79_792d1196,آش دندونی,Phase One,Iranian,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_095_c9024579,garnish_recipe_intl_095_c9024579,آوگولمونو,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_123_e8fa3267,garnish_recipe_intl_123_e8fa3267,اسپاگتی آل لیمونه,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_036_e0780696,garnish_recipe_intl_036_e0780696,اسپاناکوپیتا,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_115_bd72c652,garnish_recipe_intl_115_bd72c652,اسپکولاس,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_117_d8d3d0ac,garnish_recipe_intl_117_d8d3d0ac,اسپیناکاس کن گاربانثوس,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_028_ecdcc65f,garnish_recipe_intl_028_ecdcc65f,استامپوت (پوره سیب‌زمینی و کلم ترش),International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_070_ef1a1272,garnish_recipe_intl_070_ef1a1272,استروپ‌وافل,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_084_fb10b1a9,garnish_recipe_intl_084_fb10b1a9,اسکونز,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_069_b980b37b,garnish_recipe_intl_069_b980b37b,اشترودل سیب,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_012_46d4828e,garnish_recipe_intl_012_46d4828e,امام بایلدی,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_113_2a1debd0,garnish_recipe_fa_113_2a1debd0,انارپلو شیرازی,Phase One,Iranian,42,HIGH,MEDIUM,15,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_108_d102f5f2,garnish_recipe_intl_108_d102f5f2,اوکونومی‌یاکی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_116_c3a0982f,garnish_recipe_intl_116_c3a0982f,اولی‌بولن,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_048_5b5471e4,garnish_recipe_intl_048_5b5471e4,اویاکودون (کاسه مرغ و تخم‌مرغ),International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_010_0e45be4c,garnish_recipe_intl_010_0e45be4c,بابا غنوج,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_033_8acac046,garnish_recipe_intl_033_8acac046,بادمجان پارمیجانا,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_078_c3975f3a,garnish_recipe_intl_078_c3975f3a,باقلوا,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_007_34f16382,garnish_recipe_intl_007_34f16382,برنج سرخ‌شده با تخم‌مرغ,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_004_e65ccfe3,garnish_recipe_intl_004_e65ccfe3,بروسکتا با گوجه و ریحان,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_96_730b7817,garnish_recipe_fa_96_730b7817,بزقرمه کرمانی,Phase One,Iranian,42,HIGH,MEDIUM,10,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_173_ab17534c,garnish_recipe_fa_173_ab17534c,بستنی سنتی,Phase One,Iranian,42,HIGH,MEDIUM,8,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_066_d22397d4,garnish_recipe_intl_066_d22397d4,بورش,International Core,Foreign,42,HIGH,MEDIUM,13,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_056_1509959b,garnish_recipe_intl_056_1509959b,بیتربالن,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_065_d91803a7,garnish_recipe_intl_065_d91803a7,بیف استروگانف,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_091_7dcadc00,garnish_recipe_intl_091_7dcadc00,پاستا آلا آرابیاتا,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_092_3046ff5e,garnish_recipe_intl_092_3046ff5e,پاستا آلا نورما,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_094_a48d62c1,garnish_recipe_intl_094_a48d62c1,پاستا ای فاجولی,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_068_c9d33098,garnish_recipe_intl_068_c9d33098,پاستل د ناتا,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_087_afad4d60,garnish_recipe_intl_087_afad4d60,پایلا,International Core,Foreign,42,HIGH,MEDIUM,14,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_018_2d829900,garnish_recipe_intl_018_2d829900,پد تای,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_132_71d57108,garnish_recipe_intl_132_71d57108,پد سی‌اِو,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_081_d8416e42,garnish_recipe_intl_081_d8416e42,پد کاپرائو مرغ,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_086_a2184266,garnish_recipe_intl_086_a2184266,پروفیترول,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_061_0bfbb206,garnish_recipe_intl_061_0bfbb206,پلنتا با قارچ,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1780_c3b8ce04,garnish_recipe_fa_1780_c3b8ce04,پنکیک,Phase One,Iranian,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_136_76743d5b,garnish_recipe_intl_136_76743d5b,پوت‌او‌فو,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_052_a57a621f,garnish_recipe_intl_052_a57a621f,پودینگ تافی خرما,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_118_9ecd21c7,garnish_recipe_intl_118_9ecd21c7,پویو آل آخیو,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_2082_eaf326bf,garnish_recipe_fa_2082_eaf326bf,پیتزا استیک گوشت,Phase One,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_040_7d7b90a1,garnish_recipe_intl_040_7d7b90a1,پیروگی لهستانی,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_009_ab044ed1,garnish_recipe_intl_009_ab044ed1,تبوله,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_106_d9e3968a,garnish_recipe_fa_106_d9e3968a,ترش‌تره,Phase One,Iranian,42,HIGH,MEDIUM,11,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_080_5dbc4315,garnish_recipe_intl_080_5dbc4315,تمپورا,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_138_4f5d8e11,garnish_recipe_intl_138_4f5d8e11,تمپوس,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_115_ba80ef7c,garnish_recipe_fa_115_ba80ef7c,ته‌انداز مرغ,Phase One,Iranian,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_074_79385dd1,garnish_recipe_intl_074_79385dd1,چاو مین,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1483_557ee839,garnish_recipe_fa_1483_557ee839,حلوا زعفرانی,Phase One,Iranian,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_043_fbe26aba,garnish_recipe_intl_043_fbe26aba,حمص,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_109_997edbdb,garnish_recipe_intl_109_997edbdb,خائو سوی,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_107_5765c9eb,garnish_recipe_fa_107_5765c9eb,خورش چغرتمه,Phase One,Iranian,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_109_7c2e92a0,garnish_recipe_fa_109_7c2e92a0,خورش غوره بادمجان,Phase One,Iranian,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_108_441adb29,garnish_recipe_fa_108_441adb29,خورش کدو,Phase One,Iranian,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_102_1994bb32,garnish_recipe_fa_102_1994bb32,خورشت اناربیج,Phase One,Iranian,42,HIGH,MEDIUM,9,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
