recipeId,titleFa,sourceGroup,cuisineOrigin,classification,score,repairPriority,confidence,failedSections,blockers,reason
garnish_recipe_fa_131_abd5e2d6,کال کباب,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1323_cf6bcb5c,لازانیا,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1324_2b0dbfd9,سالاد الویه,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1325_87da9b04,املت گوجه فرنگی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1333_db68905d,مرغ سوخاری,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1334_8963bd85,اشترودل گوشت,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_133_139b05e2,کوکو سیب‌زمینی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1341_6b4ba753,همبرگر (چیز‌برگر),Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1342_ce4a8da3,خوراک مرغ زعفرانی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1343_5bf8151c,خوراک مرغ و قارچ,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_134_34e1816f,کوکو بادمجان,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1353_5d0ac837,کباب ترکی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_139_012333bd,کوفته برنجی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1482_782462e9,شله زرد,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,90,,MEDIUM,skills,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1491_0553f941,شیر برنج,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1492_08a81971,فرنی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1528_32041352,کله پاچه,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1548_dc89130d,خاگینه,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_154_cdfcadf7,شله مشهدی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_161_b79bdd11,دمپخت ماهی جنوبی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_164_8367ec24,ته‌چین گوشت و بادمجان,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_168_8b2d9b86,آبگوشت متنجنه کرمانی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_170_44f0d2ad,قیمه‌ریزه اصفهانی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,93,,HIGH,faq,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1743_005c3739,کشک بادمجان,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,93,,HIGH,faq,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1761_4f9171a7,سالاد رنگینک,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1767_4e6ed616,شامی کباب لرستانی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_179_9cb4bccf,زولبیا و بامیه,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1808_788119ed,سالاد ماکارونی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1816_dec0afbb,سوپ شیر,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1820_41034bbe,شاورما,Phase One,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_190_49162ac2,خورش مرغ قیسی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_197_dbaa9b9a,چلو ماهیچه,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2028_1932b5ee,سس فلافل,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2035_e1080e79,سس مارینارا,Phase One,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2049_765e338a,کوکو سبزی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2064_b5a2a37a,پاستا پستو,Phase One,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2071_5391bddf,سالاد سزار,Phase One,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2075_3d9b2098,سمبوسه آبادانی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2079_5543499b,سمبوسه در فر,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2086_c02ef228,فلافل آبادانی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_2090_ea20119c,نودل سبزیجات,Phase One,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_216_1bfdfe55,جوجه کباب زعفرانی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_224_c9d0355d,خورشت قرمه‌سبزی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_228_09a631f3,خورشت فسنجان,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_230_332dd922,دیزی (آبگوشت),Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_235_3d02f3ae,چلو کباب کوبیده,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_77_3adf94d4,آش سبزی شیرازی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_78_26989900,آش ترش گیلانی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_84_52c11d43,کباب برگ,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_862_dbf3d4d5,باقالی پلو با گوشت,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_864_37673192,عدس‌پلو با گوشت,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_866_9986ddf5,لوبیا پلو با گوشت چرخ‌کرده,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_868_c97331a5,استانبولی پلو بدون گوشت,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_870_d37ad654,آلبالو پلو با مرغ یا گوشت,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_872_529097b4,دلمه برگ مو (دلمه‌ی برگ انگور),Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_875_f2ddeb1c,دلمه بادمجان / دلمه کلم,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,96,,HIGH,faq,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_878_85458912,زرشک پلو با مرغ,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_880_6164abab,کوفته تبریزی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,93,,HIGH,faq,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_883_4b80bbcf,رولت گوشت,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_89_292dde1d,اکبر جوجه,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,94,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_90_85d9aaf0,بریانی اصفهان,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_93_657f87d7,آبگوشت بزباش,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_94_78034c8a,آبگوشت کشک,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_95_0962d2a9,آبگوشت قنبید,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,96,,HIGH,faq,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_98_601bddc6,خورشت هویج تبریزی,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_99_14f1018b,خورشت ریواس,Phase One,Iranian,COMPLETE_DO_NOT_TOUCH,93,,HIGH,faq,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_002_ca22fd2f,سالاد کاپرزه,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_014_33ae62d8,سوپ میسو,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_019_629698d5,تام کا گای (سوپ مرغ و نارگیل),International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_021_6914ecb7,سوپ پیاز فرانسوی,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_025_b9bdfd91,ماهی و چیپس,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,96,,HIGH,faq,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_027_8a794c67,سالاد سیب‌زمینی آلمانی,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_032_a150e5b1,سوپ مینسترونه,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_038_16764713,کوفته سوئدی,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,96,,HIGH,faq,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_046_0c90256b,سوپ عدس قرمز ترکی,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_049_04e612cd,تام یوم گونگ (سوپ تند میگو),International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_057_64cc7ff7,پاتاتاس براواس,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_058_f01bc84b,میگوی سیر اسپانیایی,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_077_40b61937,کوفتهٔ ترکی,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,91,,MEDIUM,troubleshooting,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_098_0fbf4374,خورش ایرلندی,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_106_81b42fa9,اسکندر کباب,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_intl_127_65e78281,مقلوبه,International Core,Foreign,COMPLETE_DO_NOT_TOUCH,97,,HIGH,,,"All major GRIS sections present, dish-specific, no blockers."
garnish_recipe_fa_1077_1b3eec19,خوراک لوبیا چیتی,Phase One,Iranian,REVIEW_REQUIRED,97,,,,generic phrase: در پایان تنظیم کنید,Score 97 (rich content) but has a localized copy defect needing a targeted fix only: generic phrase: در پایان تنظیم کنید. Not a full-GRIS-rebuild candidate.
garnish_recipe_fa_1270_70cc3cff,یتیمچه,Phase One,Iranian,REVIEW_REQUIRED,94,,,,generic phrase: در پایان تنظیم کنید,Score 94 (rich content) but has a localized copy defect needing a targeted fix only: generic phrase: در پایان تنظیم کنید. Not a full-GRIS-rebuild candidate.
garnish_recipe_fa_1315_c324442d,دال عدس,Phase One,Iranian,REVIEW_REQUIRED,97,,,,generic phrase: کنترل حرارت,Score 97 (rich content) but has a localized copy defect needing a targeted fix only: generic phrase: کنترل حرارت. Not a full-GRIS-rebuild candidate.
garnish_recipe_fa_2054_be491f02,قیمه سیب زمینی,Phase One,Iranian,REVIEW_REQUIRED,97,,,,internal term leak: fdcId; internal term leak: قفل‌شده به منبع,Score 97 (rich content) but has a localized copy defect needing a targeted fix only: internal term leak: fdcId; internal term leak: قفل‌شده به منبع. Not a full-GRIS-rebuild candidate.
garnish_recipe_fa_2094_845c07e3,پیتزا مرغ و پستو,Phase One,Foreign,REVIEW_REQUIRED,97,,,,internal term leak: fdcId; internal term leak: موتور قفل‌شده,Score 97 (rich content) but has a localized copy defect needing a targeted fix only: internal term leak: fdcId; internal term leak: موتور قفل‌شده. Not a full-GRIS-rebuild candidate.
garnish_recipe_fa_2103_d26d79d5,پاستا آلفردو,Phase One,Foreign,REVIEW_REQUIRED,97,,,,generic phrase: مواد را آماده کنید,Score 97 (rich content) but has a localized copy defect needing a targeted fix only: generic phrase: مواد را آماده کنید. Not a full-GRIS-rebuild candidate.
garnish_recipe_global_143_001_758db93a,کروسان کلاسیک لایه‌ای,Global 143,Foreign,REVIEW_REQUIRED,77,,,whyItWorks; troubleshooting; keep/storage; faq,,"Score in 75-84 review band (77); borderline section coverage: whyItWorks, troubleshooting, keep/storage, faq"
garnish_recipe_fa_100_ce2b0c24,خورشت به,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_102_1994bb32,خورشت اناربیج,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1059_32ca5280,خورشت خلال,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_105_606b3bee,سیر قلیه,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_106_d9e3968a,ترش‌تره,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_107_5765c9eb,خورش چغرتمه,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_108_441adb29,خورش کدو,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_109_7c2e92a0,خورش غوره بادمجان,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
